ID,Nome,Ano,Duracao,Metascore,Generos,Qtd votos,IMDB,Qtd atores,Estrela de cinema,Companhia(s) produtora(s),Distribuicao,idioma original,colecao de filmes,oscars indicados,oscars ganhos,Qtd filmes anteriores ator princ.
219,Forrest Gump: O Contador de Histórias,1994,142,82,"drama, romance",1914752,88,116,T,,Paramount,en,F,13,6,20
220,A Noviça Rebelde,1965,172,63,"biografia, drama, familia",216685,80,20,F,Tisch,Paramount,en,F,10,5,
221,"Star Wars, Episódio I: A Ameaça Fantasma",1977,136,51,"acao, aventura, fantasia",758370,65,59,T,20th Century Fox,20th Century Fox,en,T,3,0,5
222,E.T.: O Extraterrestre,1982,115,91,"familia, sci-fi",388530,78,28,F,Lucasfilm,20th Century Fox,en,F,9,4,
223,O Silêncio dos Inocentes,1991,118,85,"crime, drama, thriller",1338081,86,54,F,Universal,Universal,en,F,7,5,25
224,Cantando na Chuva,1952,103,99,"comedia, musical, romance",229474,82,8,T,Strong Heart,Orion,en,F,2,0,
225,Gladiador,2000,155,67,"acao, aventura, drama",1405185,85,36,F,,Metro-Goldwyn-Mayer,en,F,12,5,19
226,Titanic,1997,194,75,"drama, romance",1098415,78,88,T,Red Wagon,DreamWorks,en,F,14,11,9
227,Laranja Mecânica,1971,136,77,"crime, drama, sci-fi",788558,83,43,F,Paramount,Paramount,en,F,4,0,
228,Tubarão,1975,124,87,"aventura, thriller",567100,80,17,F,Polaris,Warner Bros.,en,T,4,3,
229,Coração Valente,1995,178,68,"biografia, drama, historia",991523,83,58,T,Zanuck/Brown,Universal,en,F,5,5,23
230,À Espera de um Milagre,1999,189,61,"crime, drama, fantasia",1209143,86,37,T,Paramount,Paramount,en,F,4,0,27
231,Gênio Indomável,1997,126,70,"drama, romance",904694,83,42,T,Castle Rock,Warner Bros.,en,F,7,2,34
232,O Morro dos Ventos Uivantes,1939,129,70,"drama, romance",9905,60,13,F,,Be Gentleman,en,F,0,0,
233,Planeta dos Macacos: O Confronto,2014,130,79,"acao, aventura, drama",424072,76,30,F,Chernin,20th Century Fox,en,T,1,0,
234,O Lobo de Wall Street,2013,180,75,"biografia, comedia, crime",1274027,82,135,T,Red Granite,Universal,en,F,5,0,28
235,Sem Escalas,2014,106,56,"acao, misterio, thriller",257646,69,31,F,Silver,Universal,en,F,0,0,74
236,A Saga Crepúsculo: Eclipse,2010,124,58,"acao, aventura, drama",236733,50,45,T,Temple Hill,Summit,en,T,0,0,22
237,Caçador de Recompensas (I),2010,100,22,"acao, comedia, romance",124714,56,36,T,Relativity Media,Columbia,en,F,0,0,25
238,A Verdade Nua e Crua,2009,96,28,"comedia, romance",211305,64,45,F,Relativity Media,Columbia,en,T,0,0,19
239,Anjos da Noite,2003,98,,drama,114,70,30,T,Lakeshore,Screen Gems,pt-br,T,0,0,30
240,A Maldição de Blackhills: Bruxa de Blair 3,2016,89,47,"horror, misterio, thriller",43766,50,6,F,Room 101,Lions Gate,en,T,0,0,1
241,Stardust: O Mistério da Estrela,2007,127,66,"aventura, comedia, fantasia",263716,76,44,F,Ingenious,Paramount,en,F,0,0,5
242,Uma Noite Mágica,1998,101,40,"comedia, drama, familia",34422,54,17,T,Toutchstone,Buena Vista,en,F,0,0,25
243,Esqueceram de Mim 3,1997,102,,"acao, comedia, crime",110992,45,30,F,Hughes,20th Century Fox,en,T,0,0,0
244,Hairspray: Em Busca da Fama,2007,117,81,"comedia, drama, musical",124702,67,143,T,Ingenious,New Line,en,T,0,0,48
245,Pixels,2015,105,27,"animacao, acao, comedia",137605,55,71,T,Hughes,Universal,en,T,0,0,54
246,Sempre ao Seu Lado,2009,93,,"biografia, drama, familia",267981,81,23,F,,Stage,en,F,0,0,40
247,Amor por Acidente,2015,100,20,"comedia, romance",8246,41,36,F,A&M,Tristar,en,F,0,0,25
248,Amor à Segunda Vista,2002,117,,"comedia, drama, fantasia",4220,70,26,F,Castle Rock,Warner Bros.,fr,F,0,0,0
249,"Hook, a Volta do Capitão Gancho",1991,142,52,"aventura, comedia, familia",243766,68,73,T,Amblin,Tristar,en,T,0,0,8
250,"Ela Dança, Eu Danço ",2006,104,48,"crime, drama, musical",114553,65,113,T,Screen Gems,Sony,en,T,0,0,2
251,O Guarda-Costas,1992,129,39,"acao, drama, musical",127505,63,57,T,Kasdan,Warner Bros.,en,F,2,0,24
