ID,Nome,Ano,Duracao,Metascore,Generos,Qtd votos,IMDB,Qtd atores,Estrela de cinema,Companhia(s) produtora(s),Distribuicao,idioma original,colecao de filmes,oscars indicados,oscars ganhos,Qtd filmes anteriores ator princ.
218,Psicose ,1960,109,97,"horror, misterio, thriller",633593,85,13,F,Shamley,Paramount,en,T,4,0,4
219,"M, o Vampiro de Dusseldorf ",1931,117,,"crime, misterio, thriller",151191,83,18,F,Nero-Film,Vereinigte,en,F,0,0,0
220,Touro Indomável,1980,129,89,"biografia, drama",336874,82,86,T,,United Artists,en,F,8,2,19
221,O Homem Elefante ,1980,124,78,"biografia, drama",231321,81,63,T,Brooksfilms,Paramount,en,F,8,0,13
222,Sin City: A Cidade do Pecado ,2005,124,74,"crime, thriller",751010,80,58,F,Dimension,Walt Disney,en,F,0,0,43
223,Pacto Sinistro ,1951,101,88,"crime, drama",129745,80,12,F,,,en,F,1,0,5
224,...E o Vento Levou,1939,238,97,"drama, historia, romance",302320,81,43,F,,,en,F,15,10,43
225,O Mágico de Oz ,1939,102,92,"aventura, familia, fantasia",380392,80,12,F,Metro-Goldwyn-Mayer,Loew's ,en,F,5,2,
226,Um Corpo que Cai ,1958,128,100,"misterio, romance, thriller",383775,83,9,F,Loew's,MGM,en,F,2,0,57
227,O Poderoso Chefão II ,1974,202,90,"crime, drama",1188509,90,69,T,Hitchcock,Paramount,en,T,11,6,
228,Forrest Gump: O Contador de Histórias,1994,142,82,"drama, romance",1914752,88,116,T,,Paramount,en,F,13,6,20
229,A Noviça Rebelde ,1965,172,63,"biografia, drama, familia",216685,80,20,F,Tisch ,Paramount,en,F,10,5,
230,"Star Wars, Episódio I: A Ameaça Fantasma",1977,136,51,"acao, aventura, fantasia",758370,65,59,T,20th Century Fox,20th Century Fox,en,T,3,0,5
231,E.T.: O Extraterrestre ,1982,115,91,"familia, sci-fi",388530,78,28,F,Lucasfilm,20th Century Fox,en,F,9,4,
232,O Silêncio dos Inocentes,1991,118,85,"crime, drama, thriller",1338081,86,54,F,Universal,Universal,en,F,7,5,25
233,Cantando na Chuva ,1952,103,99,"comedia, musical, romance",229474,82,8,T,Strong Heart,Orion,en,F,2,0,
234,Gladiador ,2000,155,67,"acao, aventura, drama",1405185,85,36,F,,Metro-Goldwyn-Mayer,en,F,12,5,19
235,Titanic ,1997,194,75,"drama, romance",1098415,78,88,T,Red Wagon,DreamWorks,en,F,14,11,9
236,Laranja Mecânica ,1971,136,77,"crime, drama, sci-fi",788558,83,43,F,Paramount,Paramount,en,F,4,0,
237,Tubarão ,1975,124,87,"aventura, thriller",567100,80,17,F,Polaris,Warner Bros.,en,T,4,3,
238,Coração Valente ,1995,178,68,"biografia, drama, historia",991523,83,58,T,Zanuck/Brown ,Universal,en,F,5,5,23
239,À Espera de um Milagre ,1999,189,61,"crime, drama, fantasia",1209143,86,37,T,Paramount,Paramount,en,F,4,0,27
240,Gênio Indomável ,1997,126,70,"drama, romance",904694,83,42,T,Castle Rock,Warner Bros.,en,F,7,2,34
241,O Morro dos Ventos Uivantes ,1939,129,70,"drama, romance",9905,60,13,F,,Be Gentleman,en,F,0,0,
242,Planeta dos Macacos: O Confronto ,2014,130,79,"acao, aventura, drama",424072,76,30,F,Chernin,20th Century Fox,en,T,1,0,
243,O Lobo de Wall Street ,2013,180,75,"biografia, comedia, crime",1274027,82,135,T,Red Granite,Universal,en,F,5,0,28
244,Sem Escalas ,2014,106,56,"acao, misterio, thriller",257646,69,31,F,Silver,Universal,en,F,0,0,74
245,A Saga Crepúsculo: Eclipse ,2010,124,58,"acao, aventura, drama",236733,50,45,T,Temple Hill,Summit,en,T,0,0,22
246,Caçador de Recompensas (I) ,2010,100,22,"acao, comedia, romance",124714,56,36,T,Relativity Media,Columbia,en,F,0,0,25
247,A Verdade Nua e Crua ,2009,96,28,"comedia, romance",211305,64,45,F,Relativity Media,Columbia,en,T,0,0,19
248,Anjos da Noite ,2003,98,,drama,114,70,30,T,Lakeshore,Screen Gems,pt-br,T,0,0,30
249,A Maldição de Blackhills: Bruxa de Blair 3,2016,89,47,"horror, misterio, thriller",43766,50,6,F,Room 101,Lions Gate,en,T,0,0,1
250,Frozen: Uma Aventura Congelante,2013,102,75,"animacao, aventura, comedia",593891,74,58,F,Walt Disney,Walt Disney,en,T,2,2,21
251,Truque de Mestre (I),2013,125,50,"crime, misterio, thriller",623096,72,55,F,Summit,Summit,en,T,0,0,23
252,Esposa de Mentirinha ,2011,117,33,"comedia, romance",231195,64,59,T,Columbia,Columbia,en,F,0,0,41
253,Casa Comigo? ,2010,100,33,"comedia, romance",100473,65,40,T,Universal,Universal,en,F,0,0,26
254,Cartas para Julieta ,2010,105,50,"aventura, comedia, drama",96561,65,31,F,Summit,Summit,en,F,0,0,7
255,Príncipe da Pérsia: As Areias do Tempo ,2010,116,50,"acao, aventura, fantasia",280219,66,43,F,Walt Disney,Walt Disney,en,T,0,0,20
256,Enrolados ,2010,100,71,"animacao, aventura, comedia",424806,77,36,F,Walt Disney,Walt Disney,en,F,1,0,17
257,Os Delírios de Consumo de Becky Bloom ,2009,104,38,"comedia, romance",76465,59,75,F,,,en,F,0,0,11
258,Stardust: O Mistério da Estrela ,2007,127,66,"aventura, comedia, fantasia",263716,76,44,F,Ingenious,Paramount,en,F,0,0,5
259,O Diário da Princesa 2: Casamento Real ,2004,113,43,"comedia, familia, romance",77528,58,140,T,Paramount,Paramount,en,T,0,0,5
260,Como Perder um Homem em 10 Dias ,2003,116,45,"comedia, romance",222913,64,45,F,Paramount,Paramount,en,F,0,0,4
261,O Espanta Tubarões ,2004,90,48,"animacao, aventura, comedia",174617,60,31,T,Walt Disney,Buena Vista,en,F,1,0,18
262,Razão e Sensibilidade ,1995,136,84,"drama, romance",109738,77,47,T,,,en,F,6,1,9
263,Robôs ,2005,91,64,"animacao, aventura, comedia",139407,63,31,F,DreamWorks,DreamWorks,en,F,0,0,27
264,Quarteto Fantástico e o Surfista Prateado ,2007,92,45,"acao, aventura, fantasia",257382,56,24,T,20th Century Fox,20th Century Fox,en,T,0,0,15
265,Space Jam: O Jogo do Século ,1996,88,59,"animacao, aventura, comedia",189743,65,51,T,Marvel,20th Century Fox,en,T,0,0,2
266,Alien vs. Predador ,2004,101,29,"acao, aventura, horror",191150,56,40,F,Warner Bros.,Warner Bros.,en,T,0,0,10
267,Atlantis: O Reino Perdido ,2001,95,52,"animacao, acao, aventura",111759,69,69,T,Davis,20th Century Fox,en,T,0,0,24
268,Mudança de Hábito 2: Mais Loucuras no Convento ,1993,107,38,"comedia, familia, musical",51691,57,23,F,Walt Disney,Buena Vista,en,T,0,0,8
269,Uma Noite Mágica ,1998,101,40,"comedia, drama, familia",34422,54,17,T,Toutchstone,Buena Vista,en,F,0,0,25
270,A Fantástica Fábrica de Chocolate ,2005,115,72,"aventura, comedia, familia",449500,66,101,F,Warner Bros.,Warner Bros.,en,F,1,0,33
271,O Grinch ,2018,85,51,"animacao, aventura, comedia",60125,63,41,T,Village,Warner Bros.,en,F,0,0,29
272,Qual Seu Número? ,2011,106,35,"comedia, romance",76073,61,55,F,Universal,Universal,en,F,0,0,22
273,Os Instrumentos Mortais: Cidade dos Ossos ,2013,130,33,"acao, aventura, fantasia",130542,59,22,F,20th Century Fox,20th Century Fox,en,T,0,0,7
274,"Ela Dança, Eu Danço ",2006,104,48,"crime, drama, musical",114553,65,113,T,Screen Gems,Sony,en,T,0,0,2
275,Lanterna Verde ,2011,114,39,"acao, aventura, sci-fi",276397,55,50,T,Summit,Walt Disney,en,F,0,0,27
276,Uma Garota Encantada ,2004,96,53,"comedia, familia, fantasia",65391,63,38,T,DC,Warner Bros.,en,F,0,0,4
277,Ghost - Do Outro Lado da Vida ,1990,127,52,"drama, fantasia, romance",206731,71,37,F,Paramount,Paramount,en,F,3,2,6
278,As Mil Palavras,2012,91,26,"comedia, drama",41780,59,59,T,DreamWorks,Paramount,en,F,0,0,37
279,Arthur e os Minimoys,2006,94,39,"animacao, aventura, comedia",35313,60,38,F,EuropaCorp,EuropaCorp,en,T,0,0,6
280,Amor à Segunda Vista ,2002,117,,"comedia, drama, fantasia",4220,70,26,F,Castle Rock,Warner Bros.,fr,F,0,0,0
281,Noiva em Fuga ,1999,116,39,"comedia, romance",95932,56,46,T,Paramount,Paramount,en,F,0,0,22
282,Pocahontas II: Uma Jornada para o Novo Mundo,1998,72,,"animacao, aventura, drama",14926,49,30,F,Walt Disney,Walt Disney,en,T,0,0,8
283,Anastasia ,1997,94,61,"animacao, aventura, drama",117529,72,54,F,20th Century Fox,20th Century Fox,en,F,2,0,20
284,Amor por Acidente ,2015,100,20,"comedia, romance",8246,41,36,F,A&M,Tristar,en,F,0,0,25
285,Pocahontas (I) ,1995,81,58,"animacao, aventura, drama",178088,67,15,T,Walt Disney,Buena Vista,en,T,2,2,25
286,O Guarda-Costas ,1992,129,39,"acao, drama, musical",127505,63,57,T,Kasdan,Warner Bros.,en,F,2,0,24
287,Esqueceram de Mim 3 ,1997,102,,"acao, comedia, crime",110992,45,30,F,Hughes,20th Century Fox,en,T,0,0,0
288,A Pequena Sereia II: O Retorno para o Mar ,2000,75,,"animacao, aventura, drama",18670,56,19,T,Walt Disney,Buena Vista,en,T,0,0,43
289,G.I. Joe: Retaliação,2013,110,41,"acao, aventura, sci-fi",178154,58,54,T,Hasbro,Paramount,en,T,0,0,23
290,Pequenos Espiões 3: Game Over,2003,84,43,"acao, aventura, comedia",57879,57,33,T,,,en,T,0,0,3
291,O Pequeno Stuart Little 2,2002,77,66,"animacao, aventura, comedia",52548,55,29,T,Columbia,Sony,en,T,0,0,26
292,"Hook, a Volta do Capitão Gancho",1991,142,52,"aventura, comedia, familia",243766,68,73,T,Amblin,Tristar,en,T,0,0,8
293,Dr. Dolittle 2 ,2001,87,49,"comedia, familia, fantasia",44370,47,74,T,Davis,20th Century Fox,en,T,0,0,22
294,Motoqueiro Fantasma: Espírito de Vingança ,2011,96,34,"acao, fantasia, thriller",115220,43,19,T,Columbia,Columbia,en,T,0,0,66
295,Hairspray: Em Busca da Fama,2007,117,81,"comedia, drama, musical",124702,67,143,T,Ingenious,New Line,en,T,0,0,48
296,Sempre ao Seu Lado ,2009,93,,"biografia, drama, familia",267981,81,23,F,,Stage ,en,F,0,0,40
297,Ponte para Terabítia ,2007,96,74,"drama, familia, fantasia",149658,72,26,F,Walden,Walt Disney,en,F,0,0,5
298,Pixels,2015,105,27,"animacao, acao, comedia",137605,55,71,T,Hughes Winborne,Universal,en,T,0,0,54
299,Carros ,2006,97,73,"animacao, aventura, comedia",389668,71,85,T,Pixar,Walt Disney,en,T,2,0,26
