ID,Nome,Ano,Duracao,Metascore,Generos,Qtd votos,IMDB,Qtd atores,Estrela de cinema,Companhia(s) produtora(s),Distribuicao,idioma original,colecao de filmes,oscars indicados,oscars ganhos,Qtd filmes anteriores ator princ.
240,A Maldição de Blackhills: Bruxa de Blair 3,2016,89,47.0,horror,43766,50,6,F,outros,Lions Gate,en,T,0,0,1.0
241,Stardust: O Mistério da Estrela,2007,127,66.0,aventura,263716,76,44,F,outros,Paramount,en,F,0,0,5.0
242,Uma Noite Mágica,1998,101,40.0,comedia,34422,54,17,T,Toutchstone,Buena Vista,en,F,0,0,25.0
243,Esqueceram de Mim 3,1997,102,,acao,110992,45,30,F,outros,20th Century Fox,en,T,0,0,0.0
244,Hairspray: Em Busca da Fama,2007,117,81.0,comedia,124702,67,143,T,outros,outros,en,T,0,0,48.0
245,Pixels,2015,105,27.0,animacao,137605,55,71,T,outros,Universal,en,T,0,0,54.0
246,Sempre ao Seu Lado,2009,93,,biografia,267981,81,23,F,outros,outros,en,F,0,0,40.0
247,Amor por Acidente,2015,100,20.0,comedia,8246,41,36,F,outros,outros,en,F,0,0,25.0
248,Amor à Segunda Vista,2002,117,,comedia,4220,70,26,F,outros,Warner Bros.,fr,F,0,0,0.0
249,"Hook, a Volta do Capitão Gancho",1991,142,52.0,aventura,243766,68,73,T,outros,outros,en,T,0,0,8.0
250,"Ela Dança, Eu Danço ",2006,104,48.0,crime,114553,65,113,T,Screen Gems,Sony,en,T,0,0,2.0
251,O Guarda-Costas,1992,129,39.0,acao,127505,63,57,T,Kasdan,Warner Bros.,en,F,2,0,24.0
